herdId;nSheep;farmSize;import
5314;2;small;no_import
5315;4;small;no_import
5316;3;small;no_import
5317;3;small;no_import
5318;15;small;no_import
5319;19;small;no_import
5320;11;small;import
5321;21;small;no_import
5322;3;small;no_import
5323;10;small;no_import
5324;29;small;no_import
5325;39;large;no_import
5326;6;small;no_import
5327;3;small;no_import
5328;2;small;no_import
5329;3;small;no_import
5330;5;small;no_import
5331;19;small;import
5332;3;small;no_import
5333;7;small;no_import
5334;4;small;no_import
5335;4;small;no_import
5336;3;small;no_import
5337;10;small;no_import
5338;9;small;no_import
5339;11;small;no_import
5340;66;large;no_import
5341;7;small;no_import
5342;1;small;import
5343;6;small;import
5344;6;small;no_import
5345;2;small;no_import
5346;3;small;no_import
5347;14;small;no_import
5348;20;small;no_import
5349;2;small;no_import
5350;12;small;no_import
5351;13;small;no_import
5352;9;small;no_import
5353;9;small;no_import
5354;58;large;no_import
5355;4;small;no_import
5356;12;small;import
5357;3;small;no_import
5358;4;small;no_import
5359;18;small;no_import
5360;5;small;no_import
5361;3;small;no_import
5362;5;small;no_import
5363;3;small;no_import
5364;4;small;no_import
5365;15;small;no_import
5366;3;small;import
5367;16;small;no_import
5368;34;large;no_import
5369;4;small;no_import
5370;35;large;no_import
5371;49;large;no_import
5372;4;small;no_import
5373;3;small;no_import
5374;17;small;no_import
5375;26;small;no_import
5376;46;large;no_import
5377;5;small;no_import
5378;12;small;no_import
5379;7;small;no_import
5380;5;small;no_import
5381;16;small;no_import
5382;10;small;no_import
5383;41;large;no_import
5384;22;small;no_import
5385;4;small;no_import
5386;17;small;no_import
5387;7;small;no_import
5388;11;small;no_import
5389;84;large;no_import
5390;11;small;no_import
5391;1;small;no_import
5392;3;small;no_import
5393;14;small;no_import
5394;2;small;no_import
5395;1;small;no_import
5396;7;small;no_import
5397;14;small;no_import
5398;3;small;no_import
5399;6;small;no_import
5400;10;small;no_import
5401;13;small;no_import
5402;6;small;no_import
5403;2;small;no_import
5404;5;small;no_import
5405;3;small;no_import
5406;41;large;no_import
5407;10;small;no_import
5408;2;small;no_import
5409;14;small;no_import
5410;22;small;no_import
5411;16;small;import
5412;8;small;no_import
5413;20;small;no_import
5414;10;small;no_import
5415;11;small;import
5416;5;small;no_import
5417;48;large;no_import
5418;10;small;no_import
5419;23;small;import
5420;14;small;no_import
5421;22;small;no_import
5422;8;small;import
5423;20;small;no_import
5424;3;small;no_import
5425;2;small;no_import
5426;4;small;no_import
5427;13;small;no_import
5428;16;small;no_import
5429;7;small;no_import
5430;59;large;no_import
5431;5;small;no_import
5432;4;small;import
5433;3;small;no_import
5434;2;small;no_import
5435;5;small;no_import
5436;2;small;no_import
5437;9;small;no_import
5438;4;small;no_import
5439;2;small;no_import
5440;68;large;no_import
5441;5;small;no_import
5442;4;small;import
5443;87;large;no_import
5444;33;large;no_import
5445;9;small;no_import
5446;9;small;no_import
5447;4;small;no_import
5448;11;small;no_import
5449;23;small;no_import
5450;3;small;no_import
5451;15;small;no_import
5452;5;small;import
5453;3;small;no_import
5454;16;small;no_import
5455;76;large;no_import
5456;3;small;no_import
5457;5;small;import
5458;10;small;no_import
5459;6;small;no_import
5460;39;large;no_import
5461;6;small;no_import
5462;21;small;no_import
5463;19;small;no_import
5464;11;small;no_import
5465;15;small;no_import
5466;2;small;no_import
5467;81;large;no_import
5468;26;small;no_import
5469;8;small;no_import
5470;40;large;no_import
5471;1;small;no_import
5472;2;small;no_import
5473;43;large;no_import
5474;13;small;no_import
5475;5;small;no_import
5476;2;small;no_import
5477;10;small;no_import
5478;70;large;no_import
5479;10;small;import
5480;7;small;no_import
5481;3;small;no_import
5482;13;small;import
5483;2;small;no_import
5484;13;small;no_import
5485;7;small;no_import
5486;21;small;no_import
5487;60;large;no_import
5488;17;small;no_import
5489;28;small;no_import
5490;12;small;no_import
5491;11;small;no_import
5492;7;small;no_import
5493;71;large;no_import
5494;2;small;no_import
5495;2;small;no_import
5496;3;small;no_import
5497;8;small;no_import
5498;6;small;import
5499;3;small;no_import
5500;3;small;no_import
5501;3;small;no_import
5502;12;small;no_import
5503;4;small;no_import
5504;75;large;no_import
5505;2;small;no_import
5506;14;small;no_import
5507;22;small;no_import
5508;9;small;no_import
5509;2;small;no_import
5510;6;small;no_import
5511;5;small;no_import
5512;11;small;no_import
5513;10;small;no_import
5514;146;large;no_import
5515;3;small;no_import
5516;5;small;no_import
5517;18;small;no_import
5518;11;small;no_import
5519;5;small;no_import
5520;9;small;no_import
5521;1;small;import
5522;5;small;no_import
5523;6;small;no_import
5524;3;small;no_import
5525;20;small;no_import
5526;24;small;no_import
5527;2;small;no_import
5528;15;small;no_import
5529;9;small;no_import
5530;8;small;import
5531;43;large;no_import
5532;5;small;import
5533;5;small;no_import
5534;5;small;no_import
5535;5;small;no_import
5536;5;small;no_import
5537;6;small;no_import
5538;11;small;no_import
5539;19;small;no_import
5540;1;small;no_import
5541;6;small;no_import
5542;4;small;no_import
5543;3;small;no_import
5544;20;small;no_import
5545;16;small;no_import
5546;20;small;no_import
5547;10;small;no_import
5548;16;small;no_import
5549;39;large;no_import
5550;12;small;no_import
5551;7;small;no_import
5552;5;small;no_import
5553;13;small;no_import
5554;53;large;no_import
5555;24;small;no_import
5556;104;large;no_import
5557;10;small;no_import
5558;10;small;no_import
5559;6;small;no_import
5560;4;small;no_import
5561;3;small;no_import
5562;19;small;import
5563;8;small;no_import
5564;3;small;no_import
5565;11;small;no_import
5566;1;small;no_import
5567;5;small;no_import
5568;2;small;no_import
5569;2;small;no_import
5570;10;small;no_import
5571;8;small;no_import
5572;3;small;no_import
5573;3;small;import
5574;1;small;no_import
5575;3;small;no_import
5576;5;small;no_import
5577;4;small;import
5578;24;small;no_import
5579;10;small;no_import
5580;20;small;no_import
5581;10;small;no_import
5582;13;small;no_import
5583;5;small;no_import
5584;13;small;no_import
5585;69;large;no_import
5586;2;small;no_import
5587;19;small;no_import
5588;11;small;no_import
5589;3;small;no_import
5590;3;small;import
5591;6;small;no_import
5592;40;large;no_import
5593;7;small;no_import
5594;7;small;no_import
5595;2;small;no_import
5596;15;small;no_import
5597;21;small;no_import
5598;15;small;import
5599;6;small;no_import
5600;21;small;no_import
5601;8;small;no_import
5602;2;small;no_import
5603;2;small;no_import
5604;3;small;no_import
5605;6;small;no_import
5606;3;small;no_import
5607;10;small;no_import
5608;14;small;no_import
5609;4;small;no_import
5610;8;small;import
5611;4;small;import
5612;3;small;no_import
5613;9;small;no_import
5614;9;small;no_import
5615;2;small;no_import
5616;20;small;no_import
5617;8;small;no_import
5618;5;small;no_import
5619;16;small;no_import
5620;4;small;no_import
5621;3;small;no_import
5622;4;small;no_import
5623;12;small;no_import
5624;50;large;no_import
5625;25;small;no_import
5626;12;small;no_import
5627;55;large;no_import
5628;18;small;no_import
5629;1;small;no_import
5630;2;small;no_import
5631;22;small;no_import
5632;5;small;no_import
5633;17;small;no_import
5634;7;small;no_import
5635;4;small;no_import
5636;35;large;no_import
5637;18;small;no_import
5638;9;small;import
5639;5;small;no_import
5640;3;small;no_import
5641;4;small;no_import
5642;4;small;no_import
5643;41;large;no_import
5644;3;small;no_import
5645;2;small;no_import
5646;14;small;no_import
5647;14;small;no_import
5648;64;large;import
5649;50;large;no_import
5650;4;small;import
5651;19;small;no_import
5652;10;small;no_import
5653;4;small;no_import
5654;24;small;no_import
5655;20;small;no_import
5656;29;small;import
5657;7;small;no_import
5658;3;small;no_import
5659;12;small;no_import
5660;12;small;no_import
5661;5;small;no_import
5662;6;small;no_import
5663;23;small;no_import
5664;14;small;no_import
5665;5;small;no_import
5666;3;small;no_import
5667;10;small;no_import
5668;5;small;no_import
5669;17;small;no_import
5670;2;small;no_import
5671;15;small;no_import
5672;5;small;no_import
5673;18;small;no_import
5674;14;small;no_import
5675;23;small;no_import
5676;24;small;no_import
5677;6;small;no_import
5678;10;small;no_import
5679;24;small;no_import
5680;48;large;no_import
5681;5;small;no_import
5682;5;small;no_import
5683;5;small;no_import
5684;3;small;no_import
5685;56;large;no_import
5686;16;small;no_import
5687;23;small;no_import
5688;4;small;no_import
5689;2;small;no_import
5690;11;small;import
5691;10;small;no_import
5692;7;small;no_import
5693;4;small;no_import
5694;2;small;no_import
5695;30;small;no_import
5696;2;small;no_import
5697;3;small;no_import
5698;16;small;no_import
5699;15;small;no_import
5700;11;small;no_import
5701;17;small;no_import
5702;2;small;no_import
5703;6;small;no_import
5704;14;small;no_import
5705;10;small;no_import
5706;12;small;no_import
5707;4;small;no_import
5708;4;small;no_import
5709;36;large;no_import
5710;5;small;no_import
5711;39;large;import
5712;7;small;no_import
5713;14;small;no_import
5714;18;small;no_import
5715;9;small;no_import
5716;3;small;no_import
5717;4;small;no_import
5718;3;small;no_import
5719;1;small;import
5720;5;small;import
5721;6;small;no_import
5722;11;small;no_import
5723;6;small;no_import
5724;2;small;no_import
5725;1;small;no_import
5726;42;large;no_import
5727;10;small;no_import
5728;4;small;no_import
5729;16;small;no_import
5730;4;small;import
5731;2;small;no_import
5732;26;small;no_import
5733;5;small;no_import
5734;1;small;no_import
5735;5;small;no_import
5736;8;small;import
5737;4;small;no_import
5738;12;small;no_import
5739;12;small;no_import
5740;18;small;no_import
5741;17;small;no_import
5742;5;small;no_import
5743;83;large;no_import
5744;3;small;no_import
5745;3;small;no_import
5746;15;small;import
5747;14;small;no_import
5748;5;small;no_import
5749;24;small;no_import
5750;21;small;no_import
5751;2;small;no_import
5752;21;small;no_import
5753;21;small;no_import
5754;2;small;no_import
5755;25;small;no_import
5756;16;small;no_import
5757;8;small;no_import
5758;24;small;import
5759;7;small;import
5760;10;small;no_import
5761;4;small;no_import
5762;6;small;no_import
5763;1;small;no_import
5764;5;small;no_import
5765;5;small;no_import
5766;17;small;no_import
5767;3;small;no_import
5768;17;small;no_import
5769;3;small;no_import
5770;2;small;no_import
5771;42;large;no_import
5772;18;small;no_import
5773;6;small;no_import
5774;13;small;no_import
5775;10;small;import
5776;3;small;no_import
5777;2;small;no_import
5778;3;small;import
5779;3;small;import
5780;3;small;no_import
5781;7;small;no_import
5782;5;small;no_import
5783;2;small;no_import
5784;10;small;no_import
5785;6;small;import
5786;6;small;no_import
5787;38;large;import
5788;10;small;no_import
5789;3;small;no_import
5790;11;small;no_import
5791;11;small;no_import
5792;9;small;no_import
5793;3;small;no_import
5794;5;small;no_import
5795;30;small;no_import
5796;2;small;no_import
5797;14;small;no_import
5798;4;small;no_import
5799;9;small;import
5800;3;small;no_import
5801;8;small;no_import
5802;2;small;no_import
5803;22;small;no_import
5804;3;small;import
5805;11;small;import
5806;15;small;import
5807;11;small;no_import
5808;1;small;no_import
5809;42;large;import
5810;10;small;no_import
5811;13;small;import
5812;88;large;no_import
5813;7;small;no_import
5814;2;small;no_import
5815;5;small;no_import
5816;24;small;import
5817;9;small;no_import
5818;1;small;no_import
5819;1;small;no_import
5820;9;small;import
5821;13;small;no_import
5822;4;small;no_import
5823;70;large;no_import
5824;29;small;no_import
5825;4;small;no_import
5826;2;small;no_import
5827;2;small;import
5828;4;small;no_import
5829;6;small;no_import
5830;15;small;no_import
5831;5;small;no_import
5832;3;small;import
5833;10;small;no_import
5834;4;small;no_import
5835;11;small;no_import
5836;2;small;no_import
5837;8;small;no_import
5838;6;small;no_import
5839;3;small;no_import
5840;17;small;no_import
5841;8;small;no_import
5842;27;small;no_import
5843;4;small;no_import
5844;17;small;no_import
5845;5;small;no_import
5846;14;small;no_import
5847;12;small;no_import
5848;2;small;no_import
5849;10;small;no_import
5850;8;small;no_import
5851;2;small;no_import
5852;33;large;import
5853;3;small;no_import
5854;2;small;no_import
5855;4;small;no_import
5856;2;small;no_import
5857;19;small;no_import
5858;14;small;no_import
5859;4;small;no_import
5860;1;small;no_import
5861;2;small;no_import
5862;9;small;no_import
5863;6;small;import
5864;7;small;no_import
5865;5;small;no_import
5866;10;small;no_import
5867;13;small;no_import
5868;4;small;no_import
5869;6;small;import
5870;4;small;no_import
5871;17;small;no_import
5872;6;small;no_import
5873;1;small;no_import
5874;15;small;no_import
5875;20;small;no_import
5876;17;small;no_import
5877;22;small;no_import
5878;14;small;import
5879;11;small;import
5880;19;small;no_import
5881;5;small;import
5882;7;small;no_import
5883;2;small;no_import
5884;10;small;no_import
5885;14;small;no_import
5886;1;small;no_import
5887;18;small;no_import
5888;3;small;no_import
5889;19;small;no_import
5890;14;small;no_import
5891;7;small;no_import
5892;6;small;no_import
5893;6;small;no_import
5894;4;small;import
5895;12;small;no_import
5896;4;small;no_import
5897;5;small;no_import
5898;3;small;no_import
5899;5;small;no_import
5900;9;small;no_import
5901;6;small;no_import
5902;107;large;no_import
5903;14;small;no_import
5904;5;small;no_import
5905;5;small;no_import
5906;5;small;no_import
5907;14;small;no_import
5908;20;small;no_import
5909;51;large;no_import
5910;4;small;no_import
5911;50;large;no_import
5912;2;small;no_import
5913;9;small;no_import
5914;12;small;no_import
5915;3;small;import
5916;16;small;no_import
5917;2;small;import
5918;9;small;no_import
5919;7;small;import
5920;15;small;no_import
5921;200;large;no_import
5922;3;small;no_import
5923;14;small;no_import
5924;32;large;no_import
5925;16;small;no_import
5926;52;large;no_import
5927;2;small;no_import
5928;43;large;no_import
5929;38;large;no_import
5930;10;small;no_import
5931;26;small;import
5932;27;small;no_import
5933;21;small;no_import
5934;10;small;import
5935;38;large;no_import
5936;7;small;no_import
5937;4;small;no_import
5938;9;small;no_import
5939;9;small;import
5940;17;small;no_import
5941;13;small;no_import
5942;5;small;no_import
5943;8;small;no_import
5944;5;small;no_import
5945;35;large;no_import
5946;4;small;no_import
5947;50;large;no_import
5948;3;small;no_import
5949;28;small;no_import
5950;4;small;no_import
5951;2;small;no_import
5952;6;small;import
5953;21;small;no_import
5954;3;small;no_import
5955;5;small;no_import
5956;3;small;no_import
5957;17;small;no_import
5958;3;small;no_import
5959;16;small;no_import
5960;3;small;no_import
5961;23;small;no_import
5962;6;small;no_import
5963;1;small;no_import
5964;3;small;no_import
5965;10;small;no_import
5966;15;small;no_import
5967;18;small;no_import
5968;2;small;no_import
5969;9;small;no_import
5970;4;small;no_import
5971;16;small;no_import
5972;26;small;no_import
5973;3;small;import
5974;1;small;no_import
5975;7;small;no_import
5976;1;small;no_import
5977;7;small;import
5978;6;small;no_import
5979;5;small;no_import
5980;16;small;no_import
5981;1;small;no_import
5982;11;small;no_import
5983;133;large;no_import
5984;13;small;no_import
5985;17;small;no_import
5986;5;small;no_import
5987;10;small;no_import
5988;11;small;no_import
5989;9;small;no_import
5990;3;small;no_import
5991;26;small;no_import
5992;9;small;import
5993;10;small;no_import
5994;12;small;no_import
5995;57;large;no_import
5996;16;small;import
5997;17;small;no_import
5998;3;small;no_import
5999;2;small;no_import
6000;2;small;no_import
6001;6;small;no_import
6002;37;large;no_import
6003;4;small;no_import
6004;2;small;import
6005;17;small;no_import
6006;33;large;no_import
6007;5;small;no_import
6008;1;small;no_import
6009;10;small;no_import
6010;38;large;no_import
6011;24;small;no_import
6012;2;small;no_import
6013;6;small;no_import
6014;15;small;no_import
6015;30;small;no_import
6016;23;small;no_import
6017;3;small;no_import
6018;5;small;no_import
6019;4;small;no_import
6020;2;small;no_import
6021;34;large;no_import
6022;38;large;no_import
6023;31;large;no_import
6024;4;small;no_import
6025;6;small;no_import
6026;6;small;no_import
6027;9;small;no_import
6028;2;small;no_import
6029;20;small;import
6030;5;small;import
6031;3;small;no_import
6032;9;small;no_import
6033;36;large;no_import
6034;10;small;import
6035;95;large;no_import
6036;3;small;no_import
6037;22;small;no_import
6038;8;small;no_import
6039;5;small;import
6040;5;small;no_import
6041;2;small;no_import
6042;16;small;no_import
6043;18;small;import
6044;3;small;import
6045;8;small;no_import
6046;14;small;no_import
6047;43;large;no_import
6048;2;small;no_import
6049;49;large;no_import
6050;14;small;import
6051;2;small;no_import
6052;7;small;no_import
6053;2;small;no_import
6054;5;small;no_import
6055;19;small;no_import
6056;25;small;no_import
6057;8;small;no_import
6058;23;small;no_import
6059;6;small;no_import
6060;1;small;no_import
6061;11;small;no_import
6062;20;small;no_import
6063;5;small;no_import
6064;6;small;import
6065;210;large;no_import
6066;7;small;no_import
6067;3;small;no_import
6068;205;large;no_import
6069;11;small;no_import
6070;30;small;no_import
6071;19;small;no_import
6072;10;small;no_import
6073;13;small;no_import
6074;83;large;no_import
6075;9;small;no_import
6076;3;small;no_import
6077;1;small;no_import
6078;32;large;no_import
6079;2;small;import
6080;2;small;no_import
6081;14;small;no_import
6082;12;small;import
6083;4;small;no_import
6084;1;small;import
6085;10;small;no_import
6086;4;small;no_import
6087;21;small;no_import
6088;3;small;no_import
6089;3;small;import
6090;10;small;import
6091;7;small;no_import
6092;2;small;no_import
6093;21;small;import
6094;9;small;no_import
6095;17;small;no_import
6096;9;small;import
6097;3;small;no_import
6098;13;small;no_import
6099;10;small;no_import
6100;2;small;no_import
6101;23;small;no_import
6102;3;small;no_import
6103;2;small;no_import
6104;15;small;no_import
6105;13;small;no_import
6106;6;small;no_import
6107;5;small;no_import
6108;7;small;no_import
6109;103;large;no_import
6110;12;small;no_import
6111;27;small;no_import
6112;5;small;no_import
6113;15;small;import
6114;28;small;no_import
6115;12;small;no_import
6116;2;small;import
6117;7;small;no_import
6118;1;small;no_import
6119;28;small;no_import
6120;13;small;no_import
6121;3;small;no_import
6122;10;small;no_import
6123;23;small;no_import
6124;10;small;no_import
6125;5;small;no_import
6126;1;small;no_import
6127;4;small;no_import
6128;69;large;no_import
6129;2;small;no_import
6130;93;large;no_import
6131;2;small;no_import
6132;5;small;no_import
6133;18;small;no_import
6134;14;small;no_import
6135;1;small;no_import
6136;6;small;no_import
6137;15;small;no_import
6138;8;small;no_import
6139;1;small;no_import
6140;4;small;import
6141;13;small;no_import
6142;41;large;no_import
6143;5;small;no_import
6144;7;small;no_import
6145;4;small;no_import
6146;3;small;no_import
6147;10;small;import
6148;6;small;no_import
6149;2;small;no_import
6150;17;small;no_import
6151;1;small;no_import
6152;20;small;no_import
6153;3;small;no_import
6154;1;small;no_import
6155;14;small;no_import
6156;4;small;no_import
6157;7;small;no_import
6158;6;small;no_import
6159;11;small;no_import
6160;57;large;no_import
6161;3;small;no_import
6162;12;small;no_import
6163;3;small;no_import
6164;11;small;no_import
6165;15;small;no_import
6166;13;small;no_import
6167;6;small;no_import
6168;133;large;no_import
6169;7;small;no_import
6170;9;small;no_import
6171;5;small;no_import
6172;118;large;import
6173;24;small;no_import
6174;4;small;no_import
6175;10;small;no_import
6176;126;large;no_import
6177;1;small;no_import
6178;1;small;no_import
6179;6;small;no_import
6180;3;small;no_import
6181;9;small;no_import
6182;19;small;no_import
6183;16;small;no_import
6184;4;small;no_import
6185;13;small;no_import
6186;2;small;no_import
6187;19;small;no_import
6188;7;small;no_import
6189;6;small;no_import
6190;49;large;no_import
6191;43;large;no_import
6192;2;small;import
6193;16;small;no_import
6194;15;small;no_import
6195;13;small;no_import
6196;4;small;no_import
6197;8;small;import
6198;18;small;no_import
6199;2;small;no_import
6200;10;small;no_import
6201;3;small;no_import
6202;18;small;import
6203;21;small;no_import
6204;2;small;no_import
6205;7;small;no_import
6206;32;large;no_import
6207;14;small;no_import
6208;4;small;no_import
6209;3;small;no_import
6210;4;small;no_import
6211;6;small;no_import
6212;13;small;no_import
6213;4;small;no_import
6214;20;small;no_import
6215;6;small;no_import
6216;28;small;no_import
6217;9;small;no_import
6218;5;small;no_import
6219;7;small;import
6220;1;small;no_import
6221;21;small;no_import
6222;26;small;no_import
6223;17;small;no_import
6224;15;small;no_import
6225;8;small;no_import
6226;6;small;no_import
6227;11;small;no_import
6228;4;small;no_import
6229;8;small;no_import
6230;13;small;no_import
6231;1;small;no_import
6232;21;small;no_import
6233;4;small;no_import
6234;6;small;no_import
6235;21;small;no_import
6236;2;small;no_import
6237;14;small;import
6238;5;small;import
6239;4;small;no_import
6240;6;small;no_import
6241;5;small;no_import
6242;14;small;no_import
6243;4;small;import
6244;111;large;no_import
6245;14;small;no_import
6246;57;large;no_import
6247;38;large;no_import
6248;8;small;no_import
6249;9;small;no_import
6250;34;large;no_import
6251;4;small;import
6252;5;small;no_import
6253;22;small;no_import
6254;18;small;no_import
6255;16;small;no_import
6256;11;small;no_import
6257;16;small;no_import
6258;3;small;no_import
6259;2;small;no_import
6260;7;small;import
6261;26;small;no_import
6262;24;small;no_import
6263;3;small;no_import
6264;116;large;no_import
6265;6;small;no_import
6266;3;small;no_import
6267;2;small;no_import
6268;2;small;no_import
6269;8;small;no_import
6270;2;small;no_import
6271;17;small;no_import
6272;5;small;no_import
6273;20;small;no_import
6274;6;small;import
6275;18;small;no_import
6276;17;small;import
6277;5;small;no_import
6278;13;small;no_import
6279;6;small;no_import
6280;10;small;no_import
6281;52;large;no_import
6282;11;small;no_import
6283;8;small;no_import
6284;27;small;import
6285;7;small;no_import
6286;5;small;no_import
6287;50;large;no_import
6288;11;small;no_import
6289;3;small;no_import
6290;8;small;no_import
6291;4;small;no_import
6292;24;small;no_import
6293;55;large;no_import
6294;34;large;no_import
6295;11;small;import
6296;21;small;no_import
6297;12;small;no_import
6298;17;small;import
6299;11;small;no_import
6300;2;small;no_import
6301;15;small;import
6302;3;small;no_import
6303;1;small;no_import
6304;19;small;no_import
6305;23;small;no_import
6306;10;small;no_import
6307;21;small;no_import
6308;11;small;no_import
6309;30;small;no_import
6310;9;small;no_import
6311;12;small;no_import
6312;26;small;no_import
6313;3;small;no_import
6314;4;small;no_import
6315;6;small;no_import
6316;5;small;no_import
6317;2;small;no_import
6318;15;small;import
6319;4;small;no_import
6320;5;small;no_import
6321;4;small;no_import
6322;40;large;no_import
6323;3;small;import
6324;13;small;no_import
6325;10;small;no_import
6326;86;large;no_import
6327;14;small;no_import
6328;16;small;no_import
6329;4;small;no_import
6330;4;small;no_import
6331;7;small;no_import
6332;6;small;no_import
6333;22;small;no_import
6334;4;small;no_import
6335;3;small;no_import
6336;11;small;no_import
6337;3;small;no_import
6338;1;small;import
6339;3;small;no_import
6340;7;small;no_import
6341;3;small;no_import
6342;26;small;no_import
6343;17;small;no_import
6344;1;small;no_import
6345;3;small;no_import
6346;2;small;no_import
6347;2;small;no_import
6348;5;small;no_import
6349;70;large;no_import
6350;5;small;no_import
6351;9;small;no_import
6352;6;small;no_import
6353;5;small;no_import
6354;13;small;no_import
6355;14;small;no_import
6356;7;small;no_import
6357;5;small;no_import
6358;11;small;no_import
6359;20;small;no_import
6360;3;small;no_import
6361;13;small;no_import
6362;25;small;no_import
6363;5;small;no_import
6364;25;small;no_import
6365;18;small;no_import
6366;11;small;no_import
6367;62;large;no_import
6368;24;small;no_import
6369;6;small;no_import
6370;4;small;no_import
6371;10;small;no_import
6372;3;small;no_import
6373;46;large;no_import
6374;3;small;no_import
6375;30;small;no_import
6376;2;small;no_import
6377;14;small;no_import
6378;31;large;import
6379;27;small;no_import
6380;20;small;no_import
6381;2;small;no_import
6382;19;small;no_import
6383;8;small;no_import
6384;36;large;no_import
6385;41;large;no_import
6386;11;small;no_import
6387;18;small;no_import
6388;5;small;no_import
6389;2;small;no_import
6390;14;small;no_import
6391;5;small;no_import
6392;3;small;no_import
6393;3;small;no_import
6394;17;small;no_import
6395;17;small;no_import
6396;22;small;no_import
6397;10;small;no_import
6398;20;small;no_import
6399;2;small;no_import
6400;3;small;no_import
6401;3;small;no_import
6402;1;small;no_import
6403;13;small;no_import
6404;10;small;no_import
6405;6;small;no_import
6406;29;small;import
6407;4;small;no_import
6408;28;small;no_import
6409;2;small;no_import
6410;14;small;no_import
6411;20;small;no_import
6412;17;small;no_import
6413;194;large;no_import
6414;1;small;no_import
6415;13;small;no_import
6416;5;small;no_import
6417;16;small;no_import
6418;24;small;no_import
6419;1;small;import
6420;10;small;no_import
6421;4;small;no_import
6422;7;small;no_import
6423;11;small;no_import
6424;5;small;no_import
6425;2;small;no_import
6426;6;small;no_import
6427;4;small;no_import
6428;13;small;no_import
6429;6;small;no_import
6430;2;small;no_import
6431;17;small;import
6432;6;small;no_import
6433;3;small;no_import
6434;4;small;no_import
6435;21;small;no_import
6436;4;small;no_import
6437;5;small;no_import
6438;17;small;no_import
6439;53;large;no_import
6440;2;small;no_import
6441;2;small;no_import
6442;2;small;no_import
6443;3;small;no_import
6444;9;small;import
6445;14;small;no_import
6446;4;small;no_import
6447;10;small;no_import
6448;5;small;no_import
6449;3;small;no_import
6450;4;small;no_import
6451;34;large;no_import
6452;8;small;no_import
6453;1;small;no_import
6454;11;small;no_import
6455;129;large;no_import
6456;11;small;import
6457;51;large;no_import
6458;4;small;no_import
6459;10;small;no_import
6460;2;small;no_import
6461;7;small;no_import
6462;4;small;no_import
6463;33;large;no_import
6464;4;small;no_import
6465;2;small;no_import
6466;18;small;no_import
6467;7;small;no_import
6468;11;small;no_import
6469;4;small;no_import
6470;12;small;no_import
6471;7;small;no_import
6472;15;small;import
6473;40;large;import
6474;14;small;no_import
6475;17;small;import
6476;1;small;no_import
6477;20;small;no_import
6478;16;small;no_import
6479;3;small;no_import
6480;10;small;import
6481;19;small;no_import
6482;2;small;no_import
6483;56;large;no_import
6484;8;small;no_import
6485;2;small;no_import
6486;3;small;no_import
6487;2;small;no_import
6488;5;small;no_import
6489;28;small;import
6490;9;small;no_import
6491;4;small;no_import
6492;47;large;no_import
6493;3;small;import
6494;6;small;no_import
6495;4;small;no_import
6496;3;small;no_import
6497;23;small;no_import
6498;5;small;import
6499;9;small;no_import
6500;35;large;no_import
6501;8;small;no_import
6502;12;small;no_import
6503;59;large;import
6504;2;small;no_import
6505;5;small;no_import
6506;13;small;no_import
6507;8;small;no_import
6508;32;large;import
6509;2;small;no_import
6510;14;small;no_import
6511;53;large;import
6512;30;small;no_import
6513;19;small;import
6514;8;small;no_import
6515;35;large;no_import
6516;14;small;no_import
6517;5;small;import
6518;4;small;no_import
6519;30;small;no_import
6520;9;small;no_import
6521;5;small;no_import
6522;66;large;no_import
6523;2;small;no_import
6524;23;small;no_import
6525;1;small;no_import
6526;2;small;no_import
6527;7;small;no_import
6528;12;small;no_import
6529;3;small;no_import
6530;5;small;no_import
6531;5;small;no_import
6532;11;small;no_import
6533;3;small;no_import
6534;3;small;no_import
6535;14;small;no_import
6536;47;large;no_import
6537;10;small;import
6538;15;small;import
6539;11;small;no_import
6540;3;small;no_import
6541;15;small;no_import
6542;77;large;no_import
6543;5;small;import
6544;4;small;no_import
6545;15;small;no_import
6546;6;small;import
6547;20;small;no_import
6548;4;small;import
6549;2;small;no_import
6550;38;large;import
6551;1;small;no_import
6552;10;small;no_import
6553;3;small;no_import
6554;4;small;no_import
6555;5;small;import
6556;3;small;no_import
6557;16;small;no_import
6558;16;small;no_import
6559;8;small;no_import
6560;16;small;no_import
6561;4;small;no_import
6562;22;small;no_import
6563;3;small;no_import
6564;27;small;no_import
6565;2;small;no_import
6566;47;large;no_import
6567;17;small;no_import
6568;2;small;no_import
6569;20;small;no_import
6570;12;small;no_import
6571;10;small;import
6572;20;small;no_import
6573;21;small;no_import
6574;17;small;no_import
6575;13;small;no_import
6576;6;small;no_import
6577;10;small;no_import
6578;3;small;no_import
6579;12;small;no_import
6580;15;small;no_import
6581;13;small;no_import
6582;5;small;no_import
6583;5;small;no_import
6584;5;small;no_import
6585;11;small;no_import
6586;47;large;no_import
6587;4;small;no_import
6588;3;small;no_import
6589;21;small;no_import
6590;83;large;no_import
6591;50;large;no_import
6592;3;small;no_import
6593;9;small;no_import
6594;7;small;no_import
6595;3;small;no_import
6596;3;small;no_import
6597;9;small;import
6598;26;small;no_import
6599;2;small;no_import
6600;41;large;no_import
6601;24;small;no_import
6602;14;small;no_import
6603;14;small;import
6604;1;small;no_import
6605;8;small;no_import
6606;11;small;no_import
6607;11;small;no_import
6608;2;small;no_import
6609;50;large;no_import
